Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Destination Country	Permit #	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	Account Number	Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
SARI DEWI, CARGO		SARI DEWI, CARGO	JL KARGO PERMAI.90 B	DENPASAR				X	00004066	12/05/2026			A	RGK 070G	32	CHANAL BT35 C75-75	Rp80.180,18	Rp89.000,00	0%	Rp2.565.765,76	Rp2.848.000,00			Sale; SARI DEWI, CARGO	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp282.234,24			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp10.328.000,00											002	*None	4274
SARI DEWI, CARGO		SARI DEWI, CARGO	JL KARGO PERMAI.90 B	DENPASAR				X	00004066	12/05/2026			A	RGK 005 GBT	56	RENG BUKIT R30 - 35	Rp27.027,027	Rp30.000,00	0%	Rp1.513.513,51	Rp1.680.000,00			Sale; SARI DEWI, CARGO	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp166.486,49			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp10.328.000,00											002	*None	4274

PUSPA NADHI I		KE BY PASS						X	00004067	12/05/2026	0020		A	BRD 242GBT	100	GYPS E-BOARD 9 MM (120 X 240)	Rp45.045,045	Rp50.000,00	0%	Rp4.504.504,50	Rp5.000.000,00			Sale; PUSPA NADHI I	ACHMAD AFANDY				PPN	Rp0,00	Rp495.495,50			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp5.000.000,00											002	*None	4117

ADI PUTRA, PLAGA		ADI PUTRA, PLAGA	JL. RAYA PUNCAK MANGU, BR TINGAN PLAGA, BADUNG					X	00004015	13/05/2026	0202		A	ATAP 108GBT	100	GO GREEN MERAH 180 X 80	Rp43.693,6937	Rp48.500,00	0%	Rp4.369.369,37	Rp4.850.000,00			Sale; ADI PUTRA, PLAGA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp480.630,63			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp4.850.000,00											002	*None	2391

BUDI ARTHA, SEMBUNG		BUDI ARTHA, SEMBUNG	JL. SEMBUNG MENGWI, BADUNG					X	00004017	13/05/2026	2597		A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp56.126,1261	Rp62.300,00	0%	Rp5.612.612,61	Rp6.230.000,00			Sale; BUDI ARTHA, SEMBUNG	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp617.387,39			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.230.000,00											002	*None	4778

WERDI RATIH		WERDI RATIH	JL. I GUSTI NGURAH RAI, MENGWI	BADUNG				X	00004018	13/05/2026	0252		A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp53.333,3333	Rp59.200,00	0%	Rp5.333.333,33	Rp5.920.000,00			Sale; WERDI RATIH	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp586.666,67			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp5.920.000,00											002	*None	4638

WERDI RATIH		WERDI RATIH	JL. I GUSTI NGURAH RAI, MENGWI	BADUNG				X	00004019	13/05/2026	0251		A	ATAP 109GBT	30	GO GREEN HIJAU 180 X 80	Rp45.945,946	Rp51.000,00	0%	Rp1.378.378,38	Rp1.530.000,00			Sale; WERDI RATIH	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp151.621,62			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp1.530.000,00											002	*None	4638

NADI SARI		NADI SARI	BR. CAWU BELAYU					X	00004020	13/05/2026	2596		A	ATAP 076 GBT	25	TRIMDEK SILVER BD 0,25X5 MTR	Rp108.108,108	Rp120.000,00	0%	Rp2.702.702,70	Rp3.000.000,00			Sale; NADI SARI	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp297.297,30			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp5.400.000,00											002	*None	3984
NADI SARI		NADI SARI	BR. CAWU BELAYU					X	00004020	13/05/2026	2596		A	ATAP 075 GBT	25	TRIMDEK SILVER BD 0,25X4 MTR	Rp86.486,4864	Rp96.000,00	0%	Rp2.162.162,16	Rp2.400.000,00			Sale; NADI SARI	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp237.837,84			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp5.400.000,00											002	*None	3984

SARI AYU. UD		SARI AYU. UD	TUNJUK, MARGA, TABANAN					X	00004021	13/05/2026	0252		A	BOARD 105G	35	KALSIPLANK 8 MM (20 X 300)	Rp27.927,928	Rp31.000,00	0%	Rp977.477,48	Rp1.085.000,00			Sale; SARI AYU. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp107.522,52			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.240.000,00											002	*None	4270
SARI AYU. UD		SARI AYU. UD	TUNJUK, MARGA, TABANAN					X	00004021	13/05/2026	0252		A	BOARD 106G	35	KALSIPLANK JT 8 MM (20 X 300)	Rp29.729,7297	Rp33.000,00	0%	Rp1.040.540,54	Rp1.155.000,00			Sale; SARI AYU. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp114.459,46			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.240.000,00											002	*None	4270

SARI MAJU		SARI MAJU	JL. WISNU, DS KUWUM MARGA, TABANAN					X	00004022	13/05/2026	2576		A	BOARD 106G	30	KALSIPLANK JT 8 MM (20 X 300)	Rp28.378,3783	Rp31.500,00	0%	Rp851.351,35	Rp945.000,00			Sale; SARI MAJU	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp93.648,65			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.617.000,00											002	*None	4290
SARI MAJU		SARI MAJU	JL. WISNU, DS KUWUM MARGA, TABANAN					X	00004022	13/05/2026	2576		A	RGK 0011	60	HOLLOW MBT 0.30 2X4 PJ 4MTR	Rp10.090,0902	Rp11.200,00	0%	Rp605.405,41	Rp672.000,00			Sale; SARI MAJU	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp66.594,59			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.617.000,00											002	*None	4290

MAHA KARYA. UD		MAHA KARYA. UD	JL. ANDONG UBUD - GIANYAR					X	00004023	13/05/2026	2500		A	BOARD 028G	200	KALSILING 3,5 MM (120 X 240)	Rp54.054,0541	Rp60.000,00	0%	Rp10.810.810,81	Rp12.000.000,00			Sale; MAHA KARYA. UD	I KOMANG SUASTANA				PPN	Rp0,00	Rp1.189.189,19			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp12.000.000,00											002	*None	5572

UD. KARYA ANUGRAH II		UD. KARYA ANUGRAH II	BR. APUH, SEBATU - TEGALALANG					X	00004024	13/05/2026	2492		A	ATAP 001G	300	ETER11 3,5 MM (80 X 180)	Rp31.531,5315	Rp35.000,00	0%	Rp9.459.459,46	Rp10.500.000,00			Sale; UD. KARYA ANUGRAH II	I KOMANG SUASTANA				PPN	Rp0,00	Rp1.040.540,54			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp10.500.000,00											002	*None	5810

PUTRA LESTARI		CASHBACK						X	00004025	13/05/2026	0026		A	BOARD 028G	100	KALSILING 3,5 MM (120 X 240)	Rp54.954,955	Rp61.000,00	0%	Rp5.495.495,50	Rp6.100.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp604.504,50			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp28.584.000,00											002	*None	4136
PUTRA LESTARI		CASHBACK						X	00004025	13/05/2026	0026		A	BRD 242GBT	150	GYPS E-BOARD 9 MM (120 X 240)	Rp45.045,045	Rp50.000,00	0%	Rp6.756.756,75	Rp7.500.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp743.243,25			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp28.584.000,00											002	*None	4136
PUTRA LESTARI		CASHBACK						X	00004025	13/05/2026	0026		A	BRL 013G	200	SHEDOWLINE BUKIT@ 3 M	Rp6.756,7568	Rp7.500,00	0%	Rp1.351.351,35	Rp1.500.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp148.648,65			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp28.584.000,00											002	*None	4136
PUTRA LESTARI		CASHBACK						X	00004025	13/05/2026	0026		A	PLP 199G	2	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.425.225,225	Rp1.582.000,00	0%	Rp2.850.450,45	Rp3.164.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp313.549,55			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp28.584.000,00											002	*None	4136
PUTRA LESTARI		CASHBACK						X	00004025	13/05/2026	0026		A	BOARD 048G	75	KALSILING 6,0 MM (120 X 240)	Rp123.963,964	Rp137.600,00	0%	Rp9.297.297,30	Rp10.320.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp1.022.702,70			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp28.584.000,00											002	*None	4136

SUKA. UD		SUKA. UD	JL. KERAMBITAN, TABANAN					X	00004026	13/05/2026	0253		A	BOARD 030G	150	KALSILING 3,5 MM (122 X 244)	Rp53.333,3333	Rp59.200,00	0%	Rp8.000.000,00	Rp8.880.000,00			Sale; SUKA. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp880.000,00			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp11.447.500,00											002	*None	5379
SUKA. UD		SUKA. UD	JL. KERAMBITAN, TABANAN					X	00004026	13/05/2026	0253		A	TPG 011G	5	CORNICE ADH APLUS @ 20 KG	Rp57.207,208	Rp63.500,00	0%	Rp286.036,04	Rp317.500,00			Sale; SUKA. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp31.463,96			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp11.447.500,00											002	*None	5379
SUKA. UD		SUKA. UD	JL. KERAMBITAN, TABANAN					X	00004026	13/05/2026	0253		A	TPG 014GBT	5	CORNICE ADH APLUS @ 20 BKS	Rp108.108,108	Rp120.000,00	0%	Rp540.540,54	Rp600.000,00			Sale; SUKA. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp59.459,46			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp11.447.500,00											002	*None	5379
SUKA. UD		SUKA. UD	JL. KERAMBITAN, TABANAN					X	00004026	13/05/2026	0253		A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp29.729,7296	Rp33.000,00	0%	Rp1.486.486,48	Rp1.650.000,00			Sale; SUKA. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp163.513,52			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp11.447.500,00											002	*None	5379

GAYA BARU		GAYA BARU	JL GAJAH MADA	TABANAN				X	00004027	13/05/2026	2595		A	BOARD 030G	150	KALSILING 3,5 MM (122 X 244)	Rp52.702,7027	Rp58.500,00	0%	Rp7.905.405,41	Rp8.775.000,00			Sale; GAYA BARU	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp869.594,59			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp8.775.000,00											002	*None	3512

MANIK MAS TOKO		MANIK MAS TOKO	BR DINAS PENATAHAN KAJA, PENEBEL, TABANAN   					X	00004028	13/05/2026	2589		A	BOARD 030G	150	KALSILING 3,5 MM (122 X 244)	Rp53.333,3333	Rp59.200,00	0%	Rp8.000.000,00	Rp8.880.000,00			Sale; MANIK MAS TOKO	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp880.000,00			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp8.880.000,00											002	*None	5549

YUDISTIRA. TB		YUDISTIRA. TB	JL. KEMBANG MATAHARI NO.10XX BANJAR KETAPIAN KAJE, SUMERTA - DENPASAR TIMUR					X	00004029	13/05/2026	0108		A	RGK 061GBT	100	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.270,2703	Rp11.400,00	0%	Rp1.027.027,03	Rp1.140.000,00			Sale; YUDISTIRA. TB	ANGGA				PPN	Rp0,00	Rp112.972,97			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.130.000,00											002	*None	5774
YUDISTIRA. TB		YUDISTIRA. TB	JL. KEMBANG MATAHARI NO.10XX BANJAR KETAPIAN KAJE, SUMERTA - DENPASAR TIMUR					X	00004029	13/05/2026	0108		A	ATAP 310 G	10	TRIMDEK RESIN BLUE BD 0,25X6M	Rp135.135,135	Rp150.000,00	0%	Rp1.351.351,35	Rp1.500.000,00			Sale; YUDISTIRA. TB	ANGGA				PPN	Rp0,00	Rp148.648,65			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.130.000,00											002	*None	5774
YUDISTIRA. TB		YUDISTIRA. TB	JL. KEMBANG MATAHARI NO.10XX BANJAR KETAPIAN KAJE, SUMERTA - DENPASAR TIMUR					X	00004029	13/05/2026	0108		A	ATAP 310 GBT	10	TRIMDEK SILVER BKT 0,25X 6 MTR	Rp148.108,108	Rp164.400,00	0%	Rp1.481.081,08	Rp1.644.000,00			Sale; YUDISTIRA. TB	ANGGA				PPN	Rp0,00	Rp162.918,92			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.130.000,00											002	*None	5774
YUDISTIRA. TB		YUDISTIRA. TB	JL. KEMBANG MATAHARI NO.10XX BANJAR KETAPIAN KAJE, SUMERTA - DENPASAR TIMUR					X	00004029	13/05/2026	0108		A	BRL 013G	50	SHEDOWLINE BUKIT@ 3 M	Rp6.036,036	Rp6.700,00	0%	Rp301.801,80	Rp335.000,00			Sale; YUDISTIRA. TB	ANGGA				PPN	Rp0,00	Rp33.198,20			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.130.000,00											002	*None	5774
YUDISTIRA. TB		YUDISTIRA. TB	JL. KEMBANG MATAHARI NO.10XX BANJAR KETAPIAN KAJE, SUMERTA - DENPASAR TIMUR					X	00004029	13/05/2026	0108		A	RGK 060GBT	60	HOLLOW BUKIT 0,30 4X4 PJ 4 MTR	Rp13.153,1532	Rp14.600,00	0%	Rp789.189,19	Rp876.000,00			Sale; YUDISTIRA. TB	ANGGA				PPN	Rp0,00	Rp86.810,81			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.130.000,00											002	*None	5774
YUDISTIRA. TB		YUDISTIRA. TB	JL. KEMBANG MATAHARI NO.10XX BANJAR KETAPIAN KAJE, SUMERTA - DENPASAR TIMUR					X	00004029	13/05/2026	0108		A	TPG 011G	10	CORNICE ADH APLUS @ 20 KG	Rp57.207,207	Rp63.500,00	0%	Rp572.072,07	Rp635.000,00			Sale; YUDISTIRA. TB	ANGGA				PPN	Rp0,00	Rp62.927,93			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.130.000,00											002	*None	5774

MITRA PERKASA		KE TUKAD BALIAN						X	00004030	13/05/2026	0047		A	RGK 042GBT	20	CHANAL BT30 C75A	Rp70.270,2705	Rp78.000,00	0%	Rp1.405.405,41	Rp1.560.000,00			Sale; MITRA PERKASA	ACHMAD AFANDY				PPN	Rp0,00	Rp154.594,59			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp1.560.000,00											002	*None	5080

DANA MERTA		DANA MERTA	JL. TUKAD YEH AYA	DENPASAR				X	00004031	13/05/2026	0128		A	BOARD 028G	40	KALSILING 3,5 MM (120 X 240)	Rp53.153,1533	Rp59.000,00	0%	Rp2.126.126,13	Rp2.360.000,00			Sale; DANA MERTA	ANGGA				PPN	Rp0,00	Rp233.873,87			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.360.000,00											002	*None	3383

CATUR ARYA, DENPASAR		CATUR ARYA, DENPASAR	JL NANGKA SELATAN	DENPASAR				X	00004032	13/05/2026	0075		A	ATAP 109GBT	30	GO GREEN HIJAU 180 X 80	Rp45.945,946	Rp51.000,00	0%	Rp1.378.378,38	Rp1.530.000,00			Sale; CATUR ARYA, DENPASAR	WAYAN SUARTAMA				PPN	Rp0,00	Rp151.621,62			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.550.000,00											002	*None	3288
CATUR ARYA, DENPASAR		CATUR ARYA, DENPASAR	JL NANGKA SELATAN	DENPASAR				X	00004032	13/05/2026	0075		A	ATAP 108GBT	20	GO GREEN MERAH 180 X 80	Rp45.945,946	Rp51.000,00	0%	Rp918.918,92	Rp1.020.000,00			Sale; CATUR ARYA, DENPASAR	WAYAN SUARTAMA				PPN	Rp0,00	Rp101.081,08			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.550.000,00											002	*None	3288

MERTA JAYA, SEDAP MALAM		MERTA JAYA, SEDAP MALAM	JL. SEDAP MALAM, DENPASAR					X	00004033	13/05/2026	0073		A	BOARD 106G	30	KALSIPLANK JT 8 MM (20 X 300)	Rp29.729,7297	Rp33.000,00	0%	Rp891.891,89	Rp990.000,00			Sale; MERTA JAYA, SEDAP MALAM	WAYAN SUARTAMA				PPN	Rp0,00	Rp98.108,11			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp990.000,00											002	*None	3906

BALI TIMBUL JAYA		BALI TIMBUL JAYA	JL IMAM BONJOL 419 X	DENPASAR				X	00004061	13/05/2026	0043		A	BOARD 116G	14	KALSIPLANK JT 8 MM (30 X 300)	Rp42.792,7929	Rp47.500,00	0%	Rp599.099,10	Rp665.000,00			Sale; BALI TIMBUL JAYA	ACHMAD AFANDY				PPN	Rp0,00	Rp65.900,90			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp665.000,00											002	*None	2736

ALAM GYPSUM, PURBA INDAH		ALAM GYPSUM, PURBA INDAH	JL. PURBA INDAH 1 PENAMPARAN, DENPASAR					X	00004068	13/05/2026			A	BOARD 032G	25	KALSILING 4,5 MM (120 X 240)	Rp83.153,1532	Rp92.300,00	0%	Rp2.078.828,83	Rp2.307.500,00			Sale; ALAM GYPSUM, PURBA INDAH	WAYAN SUARTAMA				PPN	Rp0,00	Rp228.671,17			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.307.500,00											002	*None	2441

LAGAS JAYA NUSANTARA .PT		LAGAS JAYA NUSANTARA .PT	JL. TEGAL PERMAI RT. 000 RW.000, KEROBOKAN, KUTA UTARA - KAB. BADUNG					X	00004069	13/05/2026			P	SRP 006G	650	KALSI SCREW FL 20 MM @ 100	Rp630,6306	Rp700,00	0%	Rp409.909,91	Rp455.000,00			Sale; LAGAS JAYA NUSANTARA .PT	OFFICE				PPN	Rp0,00	Rp45.090,09			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp455.000,00											002	*None	5811

KONTRAKTOR ATAP BALI. PT		KONTRAKTOR ATAP BALI. PT	JL. GATOT SUBROTO TIMUR NO 153	TONJA, DENPASAR UTARA				X	00004070	13/05/2026			A	BOARD 032G	4	KALSILING 4,5 MM (120 X 240)	Rp83.153,1525	Rp92.300,00	0%	Rp332.612,61	Rp369.200,00			Sale; KONTRAKTOR ATAP BALI. PT	OFFICE				PPN	Rp0,00	Rp36.587,39			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp369.200,00											002	*None	5615

KONTRAKTOR ATAP BALI. PT		KONTRAKTOR ATAP BALI. PT	JL. GATOT SUBROTO TIMUR NO 153	TONJA, DENPASAR UTARA				X	00004071	13/05/2026			A	BOARD 106G	30	KALSIPLANK JT 8 MM (20 X 300)	Rp28.828,8287	Rp32.000,00	0%	Rp864.864,86	Rp960.000,00			Sale; KONTRAKTOR ATAP BALI. PT	OFFICE				PPN	Rp0,00	Rp95.135,14			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp960.000,00											002	*None	5615

RESTU, TIBUNG SARI		RESTU, TIBUNG SARI	JL TIBUNG SARI	DENPASAR				X	00004101	13/05/2026			A	ATAP 077 GBT	11	TRIMDEK SILVER BD 0,25X6 MTR	Rp131.351,3509	Rp145.800,00	0%	Rp1.444.864,86	Rp1.603.800,00			Sale; RESTU, TIBUNG SARI	WAYAN SUARTAMA				PPN	Rp0,00	Rp158.935,14			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp1.603.800,00											002	*None	4207

PRIMA RAYA. UD		PRIMA RAYA. UD	JL TANGKUBAN PERAHU NO.94 A	DENPASAR				X	00004102	13/05/2026			A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp29.729,7298	Rp33.000,00	0%	Rp1.486.486,49	Rp1.650.000,00			Sale; PRIMA RAYA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp163.513,51			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.650.000,00											002	*None	4075

SARI AYU. UD		SARI AYU. UD	TUNJUK, MARGA, TABANAN					X	00004103	13/05/2026	0262		A	ATAP 310 G	50	TRIMDEK RESIN BLUE BD 0,25X6M	Rp136.756,7568	Rp151.800,00	0%	Rp6.837.837,84	Rp7.590.000,00			Sale; SARI AYU. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp752.162,16			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp7.590.000,00											002	*None	4270

ATAP PERKASA. PT		KE HOTEL KUTA						X	00004104	13/05/2026			A	BOARD 116G	164	KALSIPLANK JT 8 MM (30 X 300)	Rp52.252,2523	Rp58.000,00	0%	Rp8.569.369,37	Rp9.512.000,00			Sale; ATAP PERKASA. PT	OFFICE				PPN	Rp0,00	Rp942.630,63			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp9.512.000,00											002	*None	4812

KARYA UTAMA. CV		KARYA UTAMA. CV	JL. RAYA CANGGU,BR ASEMAN KAWAN TIBUBENENG-KUTA UTARA,BADUNG					X	00004106	13/05/2026	PO-0168		A	BOARD 048G	87	KALSILING 6,0 MM (120 X 240)	Rp121.449,3736	Rp134.808,8046	0%	Rp10.566.095,50	Rp11.728.366,00			Sale; KARYA UTAMA. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp1.162.270,50			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp11.728.366,00											002	*None	3356

KARYA UTAMA. CV		KARYA UTAMA. CV	JL. RAYA CANGGU,BR ASEMAN KAWAN TIBUBENENG-KUTA UTARA,BADUNG					X	00004107	13/05/2026	PO - 0100		A	BOARD 113G	10	KALSICLAD 10,0 MM (120 X 240)	Rp198.278,378	Rp220.089,00	0%	Rp1.982.783,78	Rp2.200.890,00			Sale; KARYA UTAMA. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp218.106,22			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.200.890,00											002	*None	3356

PENIDA BERCINDOMAREALT.PT		PENIDA BERCINDOMAREALT.PT	JL. GATSU NO 347 DENPASAR					X	00004158	13/05/2026			A	BRD 242GBT	25	GYPS E-BOARD 9 MM (120 X 240)	Rp45.045,0452	Rp50.000,00	0%	Rp1.126.126,13	Rp1.250.000,00			Sale; PENIDA BERCINDOMAREALT.PT	WAYAN SUARTAMA				PPN	Rp0,00	Rp123.873,87			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp1.250.000,00											002	*None	4052

MERTA JAYA, GN SANGHYANG		MERTA JAYA, GN SANGHYANG	JL GUNUNG SANGHYANG NO 38	DENPASAR				X	00004172	13/05/2026			A	RGK 061GBT	100	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.270,2703	Rp11.400,00	0%	Rp1.027.027,03	Rp1.140.000,00			Sale; MERTA JAYA, GN SANGHYANG	WAYAN SUARTAMA				PPN	Rp0,00	Rp112.972,97			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.140.000,00											002	*None	3905

KONTRAKTOR ATAP BALI. PT		KONTRAKTOR ATAP BALI. PT	JL. GATOT SUBROTO TIMUR NO 153	TONJA, DENPASAR UTARA				X	00004194	13/05/2026			A	BOARD 112G	78	KALSIPART 8,0 MM (120 X 240)	Rp157.117,1172	Rp174.400,00	0%	Rp12.255.135,14	Rp13.603.200,00			Sale; KONTRAKTOR ATAP BALI. PT	OFFICE				PPN	Rp0,00	Rp1.348.064,86			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp13.603.200,00											002	*None	5615

SINAR GADING DEWATA' CV		SINAR GADING DEWATA' CV	JL. RAYA KABA-KABA  NO 88 TABANAN BALI					X	00004196	13/05/2026			A	ATAP 109GBT	40	GO GREEN HIJAU 180 X 80	Rp47.747,7478	Rp53.000,00	0%	Rp1.909.909,91	Rp2.120.000,00			Sale; SINAR GADING DEWATA' CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp210.090,09			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.120.000,00											002	*None	3367

SANCAKA MITRA JAYA. PT		SANCAKA MITRA JAYA. PT	JL. SULI 152, DANGIN PURI KANGIN - DENPASAR UTARA					X	00004105	15/05/2026	2414		A	BOARD 112G	25	KALSIPART 8,0 MM (120 X 240)	Rp168.738,7388	Rp187.300,00	0%	Rp4.218.468,47	Rp4.682.500,00			Sale; SANCAKA MITRA JAYA. PT	OFFICE				PPN	Rp0,00	Rp464.031,53			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.432.500,00											002	*None	5824
SANCAKA MITRA JAYA. PT		SANCAKA MITRA JAYA. PT	JL. SULI 152, DANGIN PURI KANGIN - DENPASAR UTARA					X	00004105	15/05/2026	2414		A	ABF 011G	5	A. BUBBLE FOIL (IF) 4MMX1,2X25	Rp315.315,316	Rp350.000,00	0%	Rp1.576.576,58	Rp1.750.000,00			Sale; SANCAKA MITRA JAYA. PT	OFFICE				PPN	Rp0,00	Rp173.423,42			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.432.500,00											002	*None	5824

ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00004108	15/05/2026	PO - S7 -0002		A	BOARD 113G	20	KALSICLAD 10,0 MM (120 X 240)	Rp187.842,3425	Rp208.505,00	0%	Rp3.756.846,85	Rp4.170.100,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp413.253,15			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp4.170.100,00											002	*None	5171

